,mean,sd,hpd_3%,hpd_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
mu[1288],1.054,0.06,0.944,1.164,0.003,0.002,374.0,374.0,369.0,652.0,1.03
mu[1289],1.079,0.06,0.961,1.188,0.007,0.005,78.0,78.0,71.0,291.0,1.1
mu[1290],1.048,0.057,0.941,1.153,0.005,0.003,146.0,146.0,147.0,266.0,1.04
mu[1291],1.046,0.059,0.943,1.157,0.007,0.005,81.0,81.0,74.0,268.0,1.09
mu[1292],1.187,0.06,1.076,1.301,0.008,0.006,51.0,51.0,51.0,97.0,1.14
mu[1293],1.068,0.061,0.963,1.178,0.01,0.007,35.0,35.0,36.0,388.0,1.16
mu[1294],1.175,0.063,1.05,1.287,0.004,0.003,198.0,198.0,198.0,396.0,1.04
mu[1295],1.035,0.06,0.92,1.144,0.005,0.003,153.0,153.0,153.0,138.0,1.03
mu[1296],1.138,0.063,1.02,1.253,0.006,0.004,119.0,119.0,120.0,293.0,1.05
mu[1297],1.166,0.06,1.057,1.282,0.007,0.005,73.0,73.0,73.0,267.0,1.08
mu[1298],1.062,0.067,0.928,1.183,0.014,0.01,22.0,22.0,23.0,18.0,1.25
mu[1299],1.096,0.058,0.986,1.204,0.006,0.004,91.0,89.0,93.0,280.0,1.08
mu[1300],1.164,0.06,1.046,1.274,0.005,0.003,155.0,154.0,158.0,282.0,1.04
mu[1301],1.034,0.059,0.923,1.145,0.007,0.005,80.0,77.0,87.0,237.0,1.08
mu[1302],1.05,0.058,0.937,1.154,0.008,0.005,57.0,57.0,58.0,266.0,1.11
mu[1303],1.035,0.055,0.934,1.137,0.008,0.006,51.0,50.0,54.0,122.0,1.12
mu[1304],1.19,0.064,1.07,1.308,0.006,0.004,108.0,105.0,105.0,222.0,1.07
mu[1305],1.034,0.056,0.932,1.139,0.005,0.004,104.0,104.0,103.0,168.0,1.06
mu[1306],1.147,0.062,1.032,1.257,0.009,0.006,53.0,53.0,54.0,333.0,1.11
mu[1307],1.077,0.057,0.972,1.19,0.004,0.003,211.0,211.0,211.0,420.0,1.02
mu[1308],1.061,0.056,0.96,1.17,0.004,0.003,196.0,194.0,199.0,411.0,1.05
mu[1309],1.044,0.057,0.94,1.151,0.004,0.003,171.0,171.0,171.0,572.0,1.03
mu[1310],1.134,0.055,1.03,1.237,0.004,0.003,207.0,207.0,209.0,589.0,1.05
mu[1311],1.16,0.062,1.046,1.273,0.006,0.004,105.0,103.0,111.0,586.0,1.06
mu[1312],1.096,0.057,0.989,1.202,0.006,0.004,87.0,86.0,88.0,300.0,1.07
mu[1313],1.036,0.052,0.941,1.14,0.005,0.004,106.0,105.0,107.0,277.0,1.07
mu[1314],1.083,0.066,0.959,1.208,0.009,0.007,48.0,48.0,49.0,89.0,1.12
mu[1315],1.053,0.057,0.946,1.16,0.004,0.003,167.0,167.0,168.0,383.0,1.04
mu[1316],1.026,0.057,0.915,1.124,0.005,0.003,139.0,139.0,152.0,528.0,1.07
mu[1317],1.034,0.055,0.935,1.141,0.006,0.004,83.0,83.0,83.0,284.0,1.07
mu[1318],1.066,0.059,0.961,1.182,0.005,0.003,147.0,147.0,150.0,251.0,1.03
mu[1319],1.513,0.07,1.383,1.644,0.004,0.003,370.0,370.0,368.0,850.0,1.03
mu[1320],1.054,0.058,0.942,1.164,0.004,0.003,193.0,193.0,195.0,229.0,1.03
mu[1321],1.104,0.058,0.999,1.22,0.008,0.005,60.0,58.0,64.0,109.0,1.09
mu[1322],1.048,0.057,0.941,1.151,0.005,0.003,150.0,150.0,149.0,555.0,1.04
mu[1323],1.083,0.072,0.939,1.214,0.013,0.009,32.0,32.0,32.0,62.0,1.18
mu[1324],1.044,0.059,0.931,1.156,0.007,0.005,61.0,61.0,62.0,252.0,1.1
mu[1325],1.103,0.059,0.994,1.219,0.005,0.004,131.0,131.0,132.0,272.0,1.07
mu[1326],1.15,0.058,1.044,1.262,0.006,0.004,99.0,99.0,98.0,543.0,1.06
mu[1327],1.132,0.062,1.017,1.25,0.008,0.006,61.0,61.0,61.0,141.0,1.11
mu[1328],1.062,0.061,0.948,1.172,0.006,0.004,109.0,109.0,110.0,493.0,1.06
mu[1329],1.033,0.056,0.928,1.135,0.004,0.003,213.0,213.0,215.0,574.0,1.02
mu[1330],1.024,0.053,0.924,1.124,0.004,0.003,145.0,145.0,143.0,480.0,1.05
mu[1331],1.121,0.06,1.011,1.227,0.008,0.006,58.0,58.0,58.0,126.0,1.11
mu[1332],1.144,0.066,1.018,1.264,0.01,0.007,42.0,42.0,41.0,127.0,1.15
mu[1333],1.113,0.056,1.008,1.215,0.007,0.005,57.0,56.0,56.0,240.0,1.11
mu[1334],1.166,0.066,1.039,1.285,0.009,0.006,57.0,57.0,58.0,146.0,1.1
mu[1335],1.141,0.059,1.028,1.248,0.005,0.003,155.0,155.0,156.0,471.0,1.05
mu[1336],1.105,0.06,0.995,1.217,0.008,0.006,52.0,52.0,52.0,306.0,1.11
mu[1337],1.054,0.06,0.945,1.169,0.005,0.004,134.0,131.0,139.0,172.0,1.05
mu[1338],1.09,0.062,0.974,1.203,0.005,0.004,138.0,134.0,139.0,541.0,1.06
mu[1339],1.061,0.056,0.959,1.171,0.007,0.005,73.0,73.0,73.0,282.0,1.09
mu[1340],1.106,0.055,1.001,1.205,0.004,0.003,189.0,189.0,183.0,463.0,1.04
mu[1341],1.068,0.066,0.945,1.187,0.013,0.009,26.0,26.0,25.0,26.0,1.27
mu[1342],1.076,0.058,0.967,1.184,0.005,0.003,161.0,161.0,160.0,480.0,1.04
mu[1343],1.102,0.058,0.988,1.207,0.007,0.005,67.0,67.0,67.0,256.0,1.09
mu[1344],1.059,0.061,0.948,1.17,0.005,0.003,156.0,156.0,158.0,563.0,1.05
mu[1345],1.049,0.055,0.943,1.151,0.004,0.003,186.0,186.0,187.0,230.0,1.04
mu[1346],1.235,0.062,1.116,1.35,0.009,0.006,52.0,52.0,52.0,168.0,1.11
mu[1347],1.06,0.056,0.96,1.171,0.003,0.002,268.0,268.0,266.0,559.0,1.03
mu[1348],1.104,0.055,1.001,1.206,0.003,0.002,301.0,301.0,300.0,694.0,1.03
mu[1349],1.034,0.055,0.933,1.14,0.004,0.003,228.0,228.0,227.0,482.0,1.03
mu[1350],1.021,0.055,0.92,1.127,0.004,0.003,148.0,144.0,146.0,380.0,1.06
mu[1351],1.267,0.062,1.157,1.39,0.01,0.008,36.0,35.0,36.0,95.0,1.16
mu[1352],1.036,0.059,0.921,1.143,0.007,0.005,80.0,80.0,82.0,109.0,1.07
mu[1353],1.12,0.061,1.009,1.232,0.005,0.004,145.0,145.0,155.0,301.0,1.05
mu[1354],1.161,0.06,1.045,1.273,0.005,0.003,156.0,154.0,153.0,372.0,1.06
mu[1355],1.041,0.06,0.931,1.155,0.005,0.004,139.0,138.0,141.0,263.0,1.06
mu[1356],1.033,0.056,0.934,1.143,0.007,0.005,66.0,65.0,67.0,461.0,1.09
mu[1357],1.074,0.058,0.968,1.181,0.006,0.005,80.0,80.0,82.0,210.0,1.08
mu[1358],1.106,0.06,0.995,1.217,0.006,0.004,106.0,106.0,109.0,369.0,1.06
mu[1359],1.111,0.059,0.997,1.221,0.006,0.004,100.0,100.0,100.0,362.0,1.06
mu[1360],1.265,0.063,1.154,1.392,0.005,0.003,171.0,171.0,164.0,375.0,1.06
mu[1361],1.072,0.064,0.949,1.193,0.01,0.008,37.0,35.0,42.0,37.0,1.13
mu[1362],1.045,0.058,0.936,1.154,0.005,0.004,118.0,118.0,119.0,485.0,1.06
mu[1363],1.248,0.064,1.128,1.373,0.006,0.005,98.0,98.0,100.0,332.0,1.08
mu[1364],1.161,0.055,1.055,1.264,0.007,0.005,56.0,55.0,57.0,239.0,1.11
mu[1365],1.053,0.059,0.941,1.16,0.007,0.005,82.0,82.0,83.0,417.0,1.07
mu[1366],1.058,0.056,0.953,1.165,0.003,0.002,260.0,260.0,261.0,410.0,1.03
mu[1367],1.211,0.06,1.108,1.327,0.005,0.004,144.0,144.0,145.0,464.0,1.03
mu[1368],1.059,0.06,0.944,1.17,0.005,0.004,130.0,130.0,131.0,237.0,1.05
mu[1369],1.04,0.059,0.929,1.151,0.007,0.005,72.0,70.0,73.0,279.0,1.09
mu[1370],1.198,0.063,1.081,1.314,0.007,0.005,81.0,78.0,89.0,99.0,1.07
mu[1371],1.058,0.055,0.956,1.156,0.006,0.004,79.0,78.0,81.0,310.0,1.09
mu[1372],1.148,0.06,1.031,1.261,0.005,0.003,166.0,160.0,170.0,292.0,1.05
mu[1373],1.142,0.058,1.041,1.256,0.005,0.004,130.0,130.0,129.0,358.0,1.06
mu[1374],1.025,0.059,0.916,1.136,0.005,0.004,144.0,144.0,143.0,410.0,1.05
mu[1375],1.086,0.055,0.984,1.188,0.004,0.003,212.0,212.0,212.0,433.0,1.04
mu[1376],1.046,0.059,0.936,1.152,0.005,0.003,145.0,144.0,145.0,246.0,1.03
mu[1377],1.142,0.062,1.029,1.261,0.004,0.003,244.0,244.0,237.0,591.0,1.05
mu[1378],1.079,0.056,0.97,1.181,0.004,0.003,230.0,230.0,231.0,426.0,1.04
mu[1379],1.177,0.061,1.069,1.296,0.005,0.004,144.0,144.0,144.0,400.0,1.05
mu[1380],1.087,0.061,0.966,1.197,0.004,0.003,188.0,188.0,187.0,313.0,1.05
mu[1381],1.102,0.058,0.993,1.209,0.006,0.004,109.0,109.0,111.0,305.0,1.05
mu[1382],1.034,0.056,0.927,1.135,0.007,0.005,67.0,67.0,66.0,99.0,1.09
mu[1383],1.19,0.064,1.057,1.306,0.01,0.007,39.0,39.0,41.0,40.0,1.15
mu[1384],1.129,0.058,1.017,1.233,0.006,0.004,97.0,97.0,103.0,457.0,1.07
mu[1385],1.138,0.061,1.017,1.249,0.005,0.004,148.0,148.0,150.0,322.0,1.05
mu[1386],1.286,0.058,1.177,1.397,0.006,0.005,81.0,81.0,82.0,244.0,1.08
mu[1387],1.105,0.064,0.992,1.232,0.01,0.007,44.0,42.0,48.0,95.0,1.14
mu[1388],1.058,0.06,0.95,1.171,0.004,0.003,242.0,242.0,242.0,429.0,1.02
mu[1389],1.076,0.057,0.969,1.184,0.004,0.003,188.0,185.0,192.0,279.0,1.04
mu[1390],1.127,0.057,1.02,1.231,0.007,0.005,63.0,62.0,63.0,462.0,1.09
mu[1391],1.298,0.06,1.183,1.408,0.006,0.004,93.0,93.0,94.0,420.0,1.07
mu[1392],1.147,0.059,1.039,1.258,0.004,0.003,237.0,236.0,239.0,597.0,1.04
mu[1393],1.119,0.057,1.012,1.222,0.008,0.006,49.0,48.0,51.0,224.0,1.13
mu[1394],1.256,0.063,1.137,1.377,0.007,0.005,77.0,77.0,79.0,82.0,1.07
mu[1395],1.059,0.06,0.956,1.18,0.005,0.003,161.0,160.0,165.0,360.0,1.06
mu[1396],1.049,0.052,0.949,1.143,0.007,0.005,59.0,58.0,59.0,237.0,1.1
mu[1397],1.062,0.056,0.95,1.168,0.007,0.005,71.0,71.0,73.0,263.0,1.09
mu[1398],1.057,0.061,0.938,1.166,0.004,0.003,191.0,191.0,190.0,353.0,1.06
mu[1399],1.472,0.065,1.347,1.587,0.006,0.004,139.0,137.0,142.0,260.0,1.04
mu[1400],1.037,0.056,0.929,1.14,0.005,0.003,135.0,135.0,133.0,576.0,1.05
mu[1401],1.098,0.057,0.985,1.2,0.005,0.004,133.0,131.0,135.0,296.0,1.05
mu[1402],1.035,0.057,0.931,1.141,0.005,0.003,155.0,155.0,156.0,388.0,1.02
mu[1403],1.155,0.062,1.043,1.272,0.005,0.003,164.0,164.0,164.0,583.0,1.05
mu[1404],1.031,0.072,0.911,1.17,0.017,0.012,18.0,17.0,18.0,26.0,1.4
mu[1405],1.136,0.061,1.021,1.254,0.009,0.006,47.0,47.0,47.0,139.0,1.12
mu[1406],1.248,0.064,1.127,1.37,0.008,0.006,61.0,60.0,60.0,114.0,1.11
mu[1407],1.067,0.06,0.955,1.18,0.006,0.004,101.0,100.0,102.0,378.0,1.06
mu[1408],1.103,0.057,0.99,1.209,0.005,0.003,159.0,159.0,159.0,435.0,1.04
mu[1409],1.008,0.055,0.906,1.11,0.005,0.004,125.0,125.0,126.0,720.0,1.05
mu[1410],1.111,0.061,0.997,1.225,0.006,0.005,97.0,93.0,100.0,136.0,1.07
mu[1411],1.073,0.058,0.966,1.181,0.006,0.004,97.0,97.0,96.0,142.0,1.07
mu[1412],1.197,0.065,1.077,1.32,0.007,0.005,86.0,83.0,88.0,297.0,1.07
mu[1413],1.043,0.061,0.928,1.158,0.005,0.003,155.0,155.0,156.0,243.0,1.04
mu[1414],1.113,0.058,1.0,1.223,0.004,0.003,203.0,203.0,202.0,424.0,1.05
mu[1415],1.013,0.06,0.902,1.123,0.011,0.008,31.0,31.0,31.0,120.0,1.18
mu[1416],1.211,0.063,1.085,1.322,0.008,0.006,57.0,57.0,57.0,251.0,1.1
mu[1417],1.134,0.057,1.024,1.244,0.005,0.003,146.0,144.0,147.0,174.0,1.03
mu[1418],1.091,0.064,0.965,1.211,0.009,0.007,51.0,49.0,51.0,115.0,1.11
mu[1419],1.073,0.058,0.964,1.185,0.009,0.007,41.0,41.0,42.0,119.0,1.13
mu[1420],1.227,0.065,1.107,1.343,0.01,0.007,45.0,45.0,47.0,305.0,1.13
mu[1421],1.172,0.058,1.065,1.28,0.004,0.003,198.0,198.0,200.0,613.0,1.06
mu[1422],1.066,0.059,0.954,1.174,0.006,0.004,94.0,92.0,92.0,233.0,1.08
mu[1423],1.045,0.059,0.936,1.159,0.008,0.006,53.0,53.0,53.0,127.0,1.12
mu[1424],1.037,0.06,0.919,1.14,0.005,0.004,120.0,115.0,121.0,315.0,1.05
mu[1425],1.124,0.06,1.015,1.242,0.005,0.004,146.0,146.0,146.0,275.0,1.07
mu[1426],1.047,0.068,0.936,1.183,0.015,0.011,21.0,21.0,23.0,22.0,1.28
mu[1427],1.407,0.068,1.271,1.529,0.007,0.005,102.0,102.0,103.0,194.0,1.08
mu[1428],1.191,0.06,1.077,1.302,0.007,0.005,83.0,83.0,85.0,172.0,1.09
mu[1429],1.065,0.058,0.957,1.174,0.005,0.004,138.0,138.0,140.0,269.0,1.08
mu[1430],1.111,0.06,0.991,1.218,0.009,0.006,49.0,49.0,49.0,109.0,1.12
mu[1431],1.066,0.055,0.964,1.173,0.006,0.004,95.0,93.0,96.0,184.0,1.08
mu[1432],1.014,0.058,0.912,1.126,0.005,0.003,144.0,144.0,140.0,525.0,1.07
mu[1433],1.207,0.063,1.094,1.33,0.007,0.005,73.0,70.0,73.0,222.0,1.09
mu[1434],1.208,0.064,1.086,1.328,0.008,0.006,68.0,67.0,67.0,147.0,1.09
mu[1435],1.148,0.063,1.026,1.263,0.003,0.002,377.0,377.0,377.0,749.0,1.02
mu[1436],1.212,0.062,1.095,1.323,0.009,0.007,43.0,43.0,43.0,290.0,1.15
mu[1437],1.04,0.062,0.929,1.161,0.005,0.004,133.0,133.0,134.0,302.0,1.06
mu[1438],1.033,0.055,0.935,1.144,0.005,0.004,105.0,104.0,108.0,439.0,1.07
mu[1439],1.092,0.062,0.967,1.206,0.005,0.004,150.0,150.0,155.0,204.0,1.05
mu[1440],1.018,0.056,0.916,1.127,0.004,0.003,176.0,176.0,179.0,544.0,1.04
mu[1441],1.024,0.05,0.92,1.114,0.004,0.003,171.0,171.0,166.0,345.0,1.08
mu[1442],1.128,0.058,1.021,1.239,0.004,0.003,215.0,215.0,214.0,474.0,1.05
mu[1443],1.022,0.063,0.905,1.147,0.009,0.006,53.0,53.0,53.0,55.0,1.11
mu[1444],1.159,0.061,1.041,1.267,0.006,0.004,107.0,106.0,108.0,196.0,1.06
mu[1445],1.083,0.059,0.968,1.19,0.006,0.004,93.0,93.0,92.0,307.0,1.08
mu[1446],1.259,0.062,1.138,1.375,0.004,0.003,221.0,221.0,223.0,363.0,1.02
mu[1447],1.062,0.062,0.945,1.173,0.008,0.006,55.0,53.0,55.0,113.0,1.11
mu[1448],1.06,0.06,0.949,1.174,0.005,0.004,121.0,121.0,121.0,203.0,1.06
mu[1449],1.296,0.063,1.177,1.41,0.008,0.005,67.0,67.0,69.0,552.0,1.09
mu[1450],1.112,0.061,0.995,1.226,0.004,0.003,203.0,203.0,203.0,437.0,1.05
mu[1451],1.069,0.057,0.961,1.179,0.007,0.005,71.0,70.0,71.0,462.0,1.08
mu[1452],1.022,0.056,0.918,1.13,0.005,0.003,139.0,139.0,139.0,275.0,1.05
mu[1453],1.133,0.058,1.014,1.239,0.004,0.003,199.0,194.0,202.0,307.0,1.04
mu[1454],1.084,0.06,0.974,1.2,0.007,0.005,66.0,66.0,64.0,366.0,1.09
mu[1455],1.125,0.061,1.012,1.242,0.004,0.003,198.0,198.0,197.0,412.0,1.05
mu[1456],1.026,0.057,0.919,1.132,0.007,0.005,78.0,78.0,77.0,243.0,1.08
mu[1457],1.067,0.059,0.958,1.172,0.01,0.007,34.0,34.0,33.0,126.0,1.17
mu[1458],1.1,0.059,0.989,1.214,0.004,0.003,209.0,209.0,210.0,434.0,1.03
mu[1459],1.027,0.054,0.929,1.133,0.006,0.004,80.0,80.0,78.0,136.0,1.09
mu[1460],1.047,0.06,0.935,1.16,0.006,0.005,90.0,88.0,90.0,306.0,1.07
mu[1461],1.074,0.061,0.96,1.191,0.005,0.004,149.0,149.0,149.0,220.0,1.04
mu[1462],1.018,0.058,0.911,1.129,0.007,0.005,68.0,68.0,69.0,222.0,1.09
mu[1463],1.278,0.062,1.168,1.398,0.004,0.003,237.0,231.0,240.0,382.0,1.03
mu[1464],1.039,0.058,0.929,1.146,0.008,0.006,55.0,55.0,55.0,269.0,1.1
mu[1465],1.099,0.062,0.983,1.22,0.009,0.007,46.0,46.0,47.0,107.0,1.12
mu[1466],1.054,0.058,0.943,1.155,0.008,0.006,46.0,46.0,48.0,268.0,1.13
mu[1467],1.266,0.063,1.148,1.382,0.006,0.004,103.0,103.0,104.0,488.0,1.05
mu[1468],1.678,0.072,1.546,1.817,0.006,0.004,151.0,151.0,152.0,219.0,1.04
mu[1469],1.03,0.057,0.92,1.135,0.005,0.004,129.0,129.0,130.0,216.0,1.05
mu[1470],1.054,0.062,0.936,1.163,0.009,0.006,52.0,51.0,52.0,131.0,1.11
mu[1471],1.206,0.07,1.077,1.337,0.008,0.006,77.0,73.0,80.0,34.0,1.09
mu[1472],1.082,0.059,0.971,1.191,0.005,0.003,168.0,168.0,169.0,390.0,1.03
mu[1473],1.057,0.058,0.949,1.165,0.006,0.004,95.0,94.0,96.0,479.0,1.06
mu[1474],1.446,0.068,1.315,1.571,0.007,0.005,86.0,83.0,90.0,81.0,1.07
mu[1475],1.226,0.062,1.114,1.349,0.005,0.004,128.0,126.0,129.0,343.0,1.06
mu[1476],1.052,0.061,0.936,1.168,0.006,0.005,95.0,92.0,98.0,119.0,1.08
mu[1477],1.109,0.059,0.998,1.224,0.004,0.003,236.0,236.0,237.0,510.0,1.03
mu[1478],1.095,0.059,0.982,1.203,0.004,0.003,197.0,197.0,196.0,499.0,1.03
mu[1479],1.094,0.058,0.983,1.203,0.005,0.004,124.0,124.0,126.0,309.0,1.06
mu[1480],1.122,0.062,1.01,1.24,0.01,0.007,37.0,37.0,38.0,334.0,1.15
mu[1481],1.024,0.056,0.921,1.129,0.004,0.003,179.0,179.0,180.0,357.0,1.05
mu[1482],1.054,0.059,0.946,1.165,0.007,0.005,62.0,62.0,62.0,160.0,1.1
mu[1483],1.009,0.057,0.907,1.12,0.005,0.003,161.0,159.0,163.0,375.0,1.04
mu[1484],1.156,0.063,1.048,1.281,0.01,0.007,40.0,40.0,45.0,49.0,1.13
mu[1485],1.037,0.058,0.93,1.144,0.005,0.003,155.0,155.0,157.0,436.0,1.03
mu[1486],1.101,0.057,0.998,1.21,0.004,0.003,232.0,232.0,231.0,674.0,1.04
mu[1487],1.037,0.055,0.935,1.143,0.005,0.004,121.0,121.0,119.0,276.0,1.05
mu[1488],1.018,0.06,0.904,1.129,0.007,0.005,71.0,71.0,73.0,164.0,1.08
mu[1489],1.056,0.062,0.947,1.181,0.01,0.007,41.0,41.0,41.0,122.0,1.15
mu[1490],1.056,0.059,0.95,1.167,0.005,0.004,140.0,139.0,144.0,243.0,1.05
mu[1491],1.002,0.061,0.887,1.111,0.009,0.007,41.0,41.0,42.0,179.0,1.14
mu[1492],1.103,0.058,0.989,1.207,0.009,0.006,43.0,43.0,44.0,102.0,1.14
mu[1493],1.031,0.06,0.92,1.139,0.009,0.006,44.0,44.0,44.0,159.0,1.14
mu[1494],1.067,0.057,0.961,1.172,0.009,0.006,44.0,43.0,45.0,263.0,1.15
mu[1495],1.047,0.063,0.927,1.165,0.008,0.006,66.0,66.0,65.0,302.0,1.09
mu[1496],1.109,0.061,1.001,1.225,0.004,0.003,207.0,207.0,209.0,504.0,1.03
mu[1497],1.101,0.062,0.984,1.217,0.01,0.007,37.0,37.0,37.0,125.0,1.16
mu[1498],1.228,0.064,1.106,1.348,0.004,0.003,216.0,213.0,219.0,726.0,1.04
mu[1499],1.078,0.055,0.982,1.188,0.004,0.003,168.0,166.0,169.0,363.0,1.07
mu[1500],1.222,0.064,1.102,1.344,0.007,0.005,79.0,79.0,79.0,120.0,1.08
mu[1501],1.056,0.06,0.945,1.168,0.005,0.004,125.0,125.0,126.0,209.0,1.06
mu[1502],1.083,0.061,0.967,1.199,0.004,0.003,192.0,192.0,193.0,301.0,1.04
mu[1503],1.065,0.061,0.959,1.184,0.006,0.004,92.0,92.0,94.0,144.0,1.07
mu[1504],1.047,0.062,0.931,1.162,0.007,0.005,78.0,78.0,80.0,206.0,1.08
mu[1505],1.05,0.06,0.946,1.17,0.008,0.006,60.0,59.0,60.0,142.0,1.1
mu[1506],1.103,0.061,0.987,1.216,0.007,0.005,72.0,72.0,72.0,213.0,1.1
mu[1507],1.046,0.057,0.933,1.148,0.007,0.005,68.0,68.0,68.0,153.0,1.09
mu[1508],1.1,0.06,0.991,1.216,0.005,0.003,160.0,160.0,161.0,305.0,1.05
mu[1509],1.036,0.058,0.931,1.144,0.007,0.005,60.0,60.0,60.0,295.0,1.09
mu[1510],1.251,0.067,1.106,1.365,0.006,0.004,118.0,118.0,123.0,160.0,1.07
mu[1511],1.292,0.068,1.162,1.42,0.005,0.004,172.0,172.0,173.0,312.0,1.03
mu[1512],1.055,0.057,0.952,1.164,0.004,0.003,209.0,209.0,210.0,555.0,1.03
mu[1513],1.228,0.063,1.11,1.345,0.008,0.005,69.0,69.0,70.0,371.0,1.08
mu[1514],1.026,0.057,0.913,1.131,0.004,0.003,232.0,232.0,232.0,477.0,1.04
mu[1515],1.039,0.056,0.933,1.147,0.006,0.005,77.0,77.0,78.0,340.0,1.08
mu[1516],1.025,0.055,0.92,1.125,0.005,0.003,137.0,137.0,135.0,449.0,1.06
mu[1517],1.055,0.059,0.943,1.165,0.008,0.006,57.0,57.0,56.0,179.0,1.09
mu[1518],1.311,0.061,1.197,1.426,0.008,0.005,62.0,62.0,62.0,182.0,1.09
mu[1519],1.099,0.059,0.994,1.218,0.006,0.004,107.0,106.0,109.0,256.0,1.09
mu[1520],1.043,0.054,0.945,1.15,0.006,0.004,94.0,93.0,93.0,201.0,1.05
mu[1521],1.049,0.056,0.943,1.151,0.008,0.006,45.0,45.0,47.0,379.0,1.13
mu[1522],1.106,0.056,1.0,1.208,0.004,0.003,188.0,188.0,188.0,429.0,1.03
mu[1523],1.175,0.06,1.06,1.283,0.009,0.006,44.0,44.0,45.0,108.0,1.13
mu[1524],1.041,0.065,0.925,1.17,0.013,0.009,26.0,26.0,26.0,83.0,1.22
mu[1525],1.078,0.06,0.962,1.187,0.005,0.003,152.0,152.0,153.0,356.0,1.05
mu[1526],1.033,0.057,0.927,1.142,0.004,0.003,179.0,178.0,180.0,459.0,1.03
mu[1527],1.266,0.064,1.139,1.381,0.007,0.005,85.0,85.0,87.0,125.0,1.08
mu[1528],1.566,0.065,1.451,1.695,0.003,0.002,351.0,351.0,351.0,698.0,1.03
mu[1529],1.331,0.062,1.211,1.443,0.009,0.006,50.0,48.0,50.0,91.0,1.13
mu[1530],1.066,0.056,0.962,1.174,0.004,0.003,180.0,179.0,181.0,374.0,1.07
mu[1531],1.317,0.066,1.19,1.437,0.005,0.003,191.0,189.0,192.0,470.0,1.04
mu[1532],1.066,0.059,0.953,1.174,0.004,0.003,213.0,213.0,212.0,419.0,1.03
mu[1533],1.064,0.057,0.958,1.168,0.007,0.005,76.0,75.0,77.0,267.0,1.07
mu[1534],1.035,0.058,0.926,1.144,0.004,0.003,205.0,205.0,204.0,429.0,1.04
mu[1535],1.058,0.06,0.949,1.173,0.005,0.003,169.0,169.0,174.0,444.0,1.05
mu[1536],2.004,0.068,1.882,2.132,0.004,0.003,257.0,253.0,265.0,346.0,1.03
mu[1537],1.136,0.058,1.025,1.246,0.004,0.003,169.0,169.0,170.0,287.0,1.03
mu[1538],1.031,0.058,0.92,1.14,0.007,0.005,75.0,75.0,74.0,64.0,1.09
mu[1539],1.065,0.056,0.96,1.171,0.003,0.002,261.0,260.0,264.0,438.0,1.03
mu[1540],1.196,0.06,1.083,1.312,0.004,0.003,181.0,180.0,182.0,340.0,1.04
mu[1541],1.048,0.062,0.934,1.164,0.007,0.005,70.0,70.0,68.0,114.0,1.09
mu[1542],1.305,0.061,1.19,1.422,0.005,0.004,151.0,150.0,154.0,452.0,1.04
mu[1543],1.08,0.06,0.963,1.183,0.007,0.005,76.0,75.0,76.0,248.0,1.08
mu[1544],1.072,0.063,0.959,1.19,0.008,0.005,67.0,67.0,67.0,336.0,1.09
mu[1545],1.076,0.064,0.963,1.199,0.006,0.004,110.0,108.0,113.0,109.0,1.04
mu[1546],1.145,0.062,1.036,1.27,0.007,0.005,70.0,68.0,76.0,222.0,1.08
mu[1547],1.046,0.055,0.941,1.148,0.003,0.002,306.0,306.0,306.0,776.0,1.03
mu[1548],1.05,0.056,0.944,1.155,0.004,0.003,223.0,223.0,222.0,697.0,1.04
mu[1549],1.115,0.062,0.994,1.233,0.005,0.003,160.0,160.0,161.0,223.0,1.05
mu[1550],1.306,0.069,1.183,1.443,0.007,0.005,93.0,93.0,94.0,257.0,1.08
mu[1551],1.051,0.062,0.942,1.168,0.012,0.009,27.0,27.0,28.0,163.0,1.2
mu[1552],1.033,0.059,0.923,1.145,0.007,0.005,78.0,78.0,79.0,392.0,1.07
mu[1553],1.188,0.065,1.072,1.316,0.009,0.006,51.0,51.0,52.0,178.0,1.12
mu[1554],1.045,0.055,0.941,1.15,0.005,0.004,121.0,119.0,121.0,330.0,1.07
mu[1555],1.066,0.06,0.955,1.183,0.005,0.003,160.0,159.0,159.0,337.0,1.06
mu[1556],1.032,0.055,0.927,1.136,0.006,0.004,89.0,89.0,87.0,205.0,1.07
mu[1557],1.371,0.066,1.249,1.493,0.006,0.004,116.0,113.0,115.0,462.0,1.05
mu[1558],1.063,0.055,0.961,1.166,0.004,0.003,188.0,188.0,188.0,553.0,1.04
mu[1559],1.092,0.053,0.991,1.193,0.004,0.003,168.0,167.0,166.0,431.0,1.05
mu[1560],1.034,0.059,0.927,1.146,0.006,0.004,108.0,108.0,111.0,190.0,1.06
mu[1561],1.045,0.057,0.944,1.154,0.004,0.003,177.0,177.0,177.0,428.0,1.04
mu[1562],1.057,0.06,0.942,1.167,0.004,0.003,207.0,207.0,207.0,308.0,1.04
mu[1563],1.078,0.061,0.963,1.193,0.008,0.006,60.0,60.0,61.0,307.0,1.1
mu[1564],1.015,0.062,0.893,1.132,0.009,0.006,46.0,46.0,47.0,50.0,1.12
mu[1565],1.11,0.057,1.009,1.225,0.004,0.003,201.0,199.0,202.0,442.0,1.04
